"fips","geoid","name","eviction_definition","historical_average_start_year","historical_average_end_year"
"40109","0500000US40109","Oklahoma County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40111","0500000US40111","Okmulgee County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40113","0500000US40113","Osage County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40115","0500000US40115","Ottawa County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40117","0500000US40117","Pawnee County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40119","0500000US40119","Payne County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40121","0500000US40121","Pittsburg County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40123","0500000US40123","Pontotoc County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40125","0500000US40125","Pottawatomie County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40127","0500000US40127","Pushmataha County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40129","0500000US40129","Roger Mills County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40131","0500000US40131","Rogers County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40133","0500000US40133","Seminole County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40135","0500000US40135","Sequoyah County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40137","0500000US40137","Stephens County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40139","0500000US40139","Texas County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40141","0500000US40141","Tillman County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40143","0500000US40143","Tulsa County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40145","0500000US40145","Wagoner County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40147","0500000US40147","Washington County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40149","0500000US40149","Washita County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40151","0500000US40151","Woods County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"40153","0500000US40153","Woodward County, Oklahoma","eviction, ejectment, forcible entry, rent","2016","2019"
"42001","0500000US42001","Adams County, Pennsylvania","landlord/tenant","2016","2019"
"42003","0500000US42003","Allegheny County, Pennsylvania","landlord/tenant","2016","2019"
"42005","0500000US42005","Armstrong County, Pennsylvania","landlord/tenant","2016","2019"
"42007","0500000US42007","Beaver County, Pennsylvania","landlord/tenant","2016","2019"
"42009","0500000US42009","Bedford County, Pennsylvania","landlord/tenant","2016","2019"
"42011","0500000US42011","Berks County, Pennsylvania","landlord/tenant","2016","2019"
"42013","0500000US42013","Blair County, Pennsylvania","landlord/tenant","2016","2019"
"42015","0500000US42015","Bradford County, Pennsylvania","landlord/tenant","2016","2019"
"42017","0500000US42017","Bucks County, Pennsylvania","landlord/tenant","2016","2019"
"42019","0500000US42019","Butler County, Pennsylvania","landlord/tenant","2016","2019"
"42021","0500000US42021","Cambria County, Pennsylvania","landlord/tenant","2016","2019"
"42023","0500000US42023","Cameron County, Pennsylvania","landlord/tenant","2016","2019"
"42025","0500000US42025","Carbon County, Pennsylvania","landlord/tenant","2016","2019"
"42027","0500000US42027","Centre County, Pennsylvania","landlord/tenant","2016","2019"
"42029","0500000US42029","Chester County, Pennsylvania","landlord/tenant","2016","2019"
"42031","0500000US42031","Clarion County, Pennsylvania","landlord/tenant","2016","2019"
"42033","0500000US42033","Clearfield County, Pennsylvania","landlord/tenant","2016","2019"
"42035","0500000US42035","Clinton County, Pennsylvania","landlord/tenant","2016","2019"
"42037","0500000US42037","Columbia County, Pennsylvania","landlord/tenant","2016","2019"
"42039","0500000US42039","Crawford County, Pennsylvania","landlord/tenant","2016","2019"
"42041","0500000US42041","Cumberland County, Pennsylvania","landlord/tenant","2016","2019"
"42043","0500000US42043","Dauphin County, Pennsylvania","landlord/tenant","2016","2019"
"42045","0500000US42045","Delaware County, Pennsylvania","landlord/tenant","2016","2019"
"42047","0500000US42047","Elk County, Pennsylvania","landlord/tenant","2016","2019"
"42049","0500000US42049","Erie County, Pennsylvania","landlord/tenant","2016","2019"
"42051","0500000US42051","Fayette County, Pennsylvania","landlord/tenant","2016","2019"
"42053","0500000US42053","Forest County, Pennsylvania","landlord/tenant","2016","2019"
"42055","0500000US42055","Franklin County, Pennsylvania","landlord/tenant","2016","2019"
"42057","0500000US42057","Fulton County, Pennsylvania","landlord/tenant","2016","2019"
"42059","0500000US42059","Greene County, Pennsylvania","landlord/tenant","2016","2019"
"42061","0500000US42061","Huntingdon County, Pennsylvania","landlord/tenant","2016","2019"
"42063","0500000US42063","Indiana County, Pennsylvania","landlord/tenant","2016","2019"
"42065","0500000US42065","Jefferson County, Pennsylvania","landlord/tenant","2016","2019"
"42067","0500000US42067","Juniata County, Pennsylvania","landlord/tenant","2016","2019"
"42069","0500000US42069","Lackawanna County, Pennsylvania","landlord/tenant","2016","2019"
"42071","0500000US42071","Lancaster County, Pennsylvania","landlord/tenant","2016","2019"
"42073","0500000US42073","Lawrence County, Pennsylvania","landlord/tenant","2016","2019"
"42075","0500000US42075","Lebanon County, Pennsylvania","landlord/tenant","2016","2019"
"42077","0500000US42077","Lehigh County, Pennsylvania","landlord/tenant","2016","2019"
"42079","0500000US42079","Luzerne County, Pennsylvania","landlord/tenant","2016","2019"
"42081","0500000US42081","Lycoming County, Pennsylvania","landlord/tenant","2016","2019"
"42083","0500000US42083","McKean County, Pennsylvania","landlord/tenant","2016","2019"
"42085","0500000US42085","Mercer County, Pennsylvania","landlord/tenant","2016","2019"
"42087","0500000US42087","Mifflin County, Pennsylvania","landlord/tenant","2016","2019"
"42089","0500000US42089","Monroe County, Pennsylvania","landlord/tenant","2016","2019"
"42091","0500000US42091","Montgomery County, Pennsylvania","landlord/tenant","2016","2019"
"42093","0500000US42093","Montour County, Pennsylvania","landlord/tenant","2016","2019"
"42095","0500000US42095","Northampton County, Pennsylvania","landlord/tenant","2016","2019"
"42097","0500000US42097","Northumberland County, Pennsylvania","landlord/tenant","2016","2019"
"42099","0500000US42099","Perry County, Pennsylvania","landlord/tenant","2016","2019"
"42101","0500000US42101","Philadelphia County, Pennsylvania","docket numbers begin with lt-","2016","2019"
"42103","0500000US42103","Pike County, Pennsylvania","landlord/tenant","2016","2019"
"42105","0500000US42105","Potter County, Pennsylvania","landlord/tenant","2016","2019"
"42107","0500000US42107","Schuylkill County, Pennsylvania","landlord/tenant","2016","2019"
"42109","0500000US42109","Snyder County, Pennsylvania","landlord/tenant","2016","2019"
"42111","0500000US42111","Somerset County, Pennsylvania","landlord/tenant","2016","2019"
"42113","0500000US42113","Sullivan County, Pennsylvania","landlord/tenant","2016","2019"
"42115","0500000US42115","Susquehanna County, Pennsylvania","landlord/tenant","2016","2019"
"42117","0500000US42117","Tioga County, Pennsylvania","landlord/tenant","2016","2019"
"42119","0500000US42119","Union County, Pennsylvania","landlord/tenant","2016","2019"
"42121","0500000US42121","Venango County, Pennsylvania","landlord/tenant","2016","2019"
"42123","0500000US42123","Warren County, Pennsylvania","landlord/tenant","2016","2019"
"42125","0500000US42125","Washington County, Pennsylvania","landlord/tenant","2016","2019"
"42127","0500000US42127","Wayne County, Pennsylvania","landlord/tenant","2016","2019"
"42129","0500000US42129","Westmoreland County, Pennsylvania","landlord/tenant","2016","2019"
"42131","0500000US42131","Wyoming County, Pennsylvania","landlord/tenant","2016","2019"
"42133","0500000US42133","York County, Pennsylvania","landlord/tenant","2016","2019"
"45019","0500000US45019","Charleston County, South Carolina","rule to vacate","2016","2019"
"45045","0500000US45045","Greenville County, South Carolina","rule to vacate","2016","2019"
"47003","0500000US47003","Bedford County, Tennessee","detainer","2016","2019"
"47017","0500000US47017","Carroll County, Tennessee","detainer","2016","2019"
"47021","0500000US47021","Cheatham County, Tennessee","detainer","2016","2019"
"47031","0500000US47031","Coffee County, Tennessee","detainer","2019","2019"
"47035","0500000US47035","Cumberland County, Tennessee","detainer","2016","2019"
"47037","0500000US47037","Davidson County, Tennessee","detainer","2016","2019"
"47043","0500000US47043","Dickson County, Tennessee","detainer","2016","2019"
"47055","0500000US47055","Giles County, Tennessee","detainer","2016","2019"
"47059","0500000US47059","Greene County, Tennessee","detainer","2016","2019"
"47065","0500000US47065","Hamilton County, Tennessee","detainer warrant, distress warrant, immediate possession warrant","2016","2019"
"47073","0500000US47073","Hawkins County, Tennessee","detainer","2016","2019"
"47079","0500000US47079","Henry County, Tennessee","detainer","2016","2019"
"47089","0500000US47089","Jefferson County, Tennessee","detainer","2016","2019"
"47091","0500000US47091","Johnson County, Tennessee","detainer","2016","2019"
"47099","0500000US47099","Lawrence County, Tennessee","detainer","2016","2019"
"47107","0500000US47107","McMinn County, Tennessee","detainer","2016","2019"
"47111","0500000US47111","Macon County, Tennessee","detainer","2016","2019"
"47119","0500000US47119","Maury County, Tennessee","detainer","2016","2019"
"47125","0500000US47125","Montgomery County, Tennessee","detainer","2016","2019"
"47131","0500000US47131","Obion County, Tennessee","detainer","2016","2019"
"47145","0500000US47145","Roane County, Tennessee","detainer","2016","2019"
"47147","0500000US47147","Robertson County, Tennessee","detainer","2016","2019"
"47149","0500000US47149","Rutherford County, Tennessee","detainer","2016","2019"
"47157","0500000US47157","Shelby County, Tennessee","16 - fed - other","2016","2019"
"47163","0500000US47163","Sullivan County, Tennessee","detainer","2016","2019"
"47165","0500000US47165","Sumner County, Tennessee","detainer","2016","2019"
"47179","0500000US47179","Washington County, Tennessee","detainer","2016","2019"
"47181","0500000US47181","Wayne County, Tennessee","detainer","2016","2019"
"47183","0500000US47183","Weakley County, Tennessee","detainer","2016","2019"
"47189","0500000US47189","Wilson County, Tennessee","detainer","2016","2019"
"48037","0500000US48037","Bowie County, Texas","eviction","2016","2019"
"48091","0500000US48091","Comal County, Texas","eviction","2016","2019"
"48121","0500000US48121","Denton County, Texas","evictions, landlord/tenant (under subtype - landlord\/tenant, writ of reentry)","2016","2019"
"48157","0500000US48157","Fort Bend County, Texas","evictions","2016","2019"
"48167","0500000US48167","Galveston County, Texas","eviction","2016","2019"
"48201","0500000US48201","Harris County, Texas","eviction","2016","2019"
"48209","0500000US48209","Hays County, Texas","eviction","2016","2019"
"48355","0500000US48355","Nueces County, Texas","eviction","2016","2019"
"48367","0500000US48367","Parker County, Texas","eviction","2016","2019"
"48423","0500000US48423","Smith County, Texas","eviction","2016","2019"
"48439","0500000US48439","Tarrant County, Texas","eviction, contract landlord/tenant","2016","2019"
"48453","0500000US48453","Travis County, Texas","eviction","2016","2019"
"48469","0500000US48469","Victoria County, Texas","eviction","2016","2019"
"48491","0500000US48491","Williamson County, Texas","evictions","2016","2019"
"49001","0500000US49001","Beaver County, Utah","ev","2016","2019"
"49003","0500000US49003","Box Elder County, Utah","ev","2016","2019"
"49005","0500000US49005","Cache County, Utah","ev","2016","2019"
"49007","0500000US49007","Carbon County, Utah","ev","2016","2019"
"49011","0500000US49011","Davis County, Utah","ev","2016","2019"
"49013","0500000US49013","Duchesne County, Utah","ev","2016","2019"
"49015","0500000US49015","Emery County, Utah","ev","2016","2019"
"49017","0500000US49017","Garfield County, Utah","ev","2016","2019"
"49019","0500000US49019","Grand County, Utah","ev","2016","2019"
"49021","0500000US49021","Iron County, Utah","ev","2016","2019"
"49023","0500000US49023","Juab County, Utah","ev","2016","2019"
"49025","0500000US49025","Kane County, Utah","ev","2016","2019"
"49027","0500000US49027","Millard County, Utah","ev","2016","2019"
"49029","0500000US49029","Morgan County, Utah","ev","2016","2019"
"49031","0500000US49031","Piute County, Utah","ev","2016","2019"
"49033","0500000US49033","Rich County, Utah","ev","2016","2019"
"49035","0500000US49035","Salt Lake County, Utah","ev","2016","2019"
"49037","0500000US49037","San Juan County, Utah","ev","2016","2019"
"49039","0500000US49039","Sanpete County, Utah","ev","2016","2019"
"49041","0500000US49041","Sevier County, Utah","ev","2016","2019"
"49043","0500000US49043","Summit County, Utah","ev","2016","2019"
"49045","0500000US49045","Tooele County, Utah","ev","2016","2019"
"49047","0500000US49047","Uintah County, Utah","ev","2016","2019"
"49049","0500000US49049","Utah County, Utah","ev","2016","2019"
"49051","0500000US49051","Wasatch County, Utah","ev","2016","2019"
"49053","0500000US49053","Washington County, Utah","ev","2016","2019"
"49055","0500000US49055","Wayne County, Utah","ev","2016","2019"
"49057","0500000US49057","Weber County, Utah","ev","2016","2019"
"50001","0500000US50001","Addison County, Vermont","landlord/tenant - eviction","2016","2019"
"50003","0500000US50003","Bennington County, Vermont","landlord/tenant - eviction","2016","2019"
"50005","0500000US50005","Caledonia County, Vermont","landlord/tenant - eviction","2016","2019"
"50007","0500000US50007","Chittenden County, Vermont","landlord/tenant - eviction","2016","2019"
"50009","0500000US50009","Essex County, Vermont","landlord/tenant - eviction","2016","2019"
"50011","0500000US50011","Franklin County, Vermont","landlord/tenant - eviction","2016","2019"
"50013","0500000US50013","Grand Isle County, Vermont","landlord/tenant - eviction","2016","2019"
"50015","0500000US50015","Lamoille County, Vermont","landlord/tenant - eviction","2016","2019"
"50017","0500000US50017","Orange County, Vermont","landlord/tenant - eviction","2016","2019"
"50019","0500000US50019","Orleans County, Vermont","landlord/tenant - eviction","2016","2019"
"50021","0500000US50021","Rutland County, Vermont","landlord/tenant - eviction","2016","2019"
"50023","0500000US50023","Washington County, Vermont","landlord/tenant - eviction","2016","2019"
"50025","0500000US50025","Windham County, Vermont","landlord/tenant - eviction","2016","2019"
"50027","0500000US50027","Windsor County, Vermont","landlord/tenant - eviction","2016","2019"
"51001","0500000US51001","Accomack County, Virginia","unlawful detainer","2016","2019"
"51003","0500000US51003","Albemarle County, Virginia","unlawful detainer","2016","2019"
"51005","0500000US51005","Alleghany County, Virginia","unlawful detainer","2016","2019"
"51007","0500000US51007","Amelia County, Virginia","unlawful detainer","2016","2019"
"51009","0500000US51009","Amherst County, Virginia","unlawful detainer","2016","2019"
"51011","0500000US51011","Appomattox County, Virginia","unlawful detainer","2016","2019"
"51013","0500000US51013","Arlington County, Virginia","unlawful detainer","2016","2019"
"51015","0500000US51015","Augusta County, Virginia","unlawful detainer","2016","2019"
"51017","0500000US51017","Bath County, Virginia","unlawful detainer","2016","2019"
"51019","0500000US51019","Bedford County, Virginia","unlawful detainer","2016","2019"
"51021","0500000US51021","Bland County, Virginia","unlawful detainer","2016","2019"
"51023","0500000US51023","Botetourt County, Virginia","unlawful detainer","2016","2019"
"51025","0500000US51025","Brunswick County, Virginia","unlawful detainer","2016","2019"
"51027","0500000US51027","Buchanan County, Virginia","unlawful detainer","2016","2019"
"51029","0500000US51029","Buckingham County, Virginia","unlawful detainer","2016","2019"
"51031","0500000US51031","Campbell County, Virginia","unlawful detainer","2016","2019"
"51033","0500000US51033","Caroline County, Virginia","unlawful detainer","2016","2019"
"51035","0500000US51035","Carroll County, Virginia","unlawful detainer","2016","2019"
"51036","0500000US51036","Charles City County, Virginia","unlawful detainer","2016","2019"
"51037","0500000US51037","Charlotte County, Virginia","unlawful detainer","2016","2019"
"51041","0500000US51041","Chesterfield County, Virginia","unlawful detainer","2016","2019"
"51043","0500000US51043","Clarke County, Virginia","unlawful detainer","2016","2019"
"51045","0500000US51045","Craig County, Virginia","unlawful detainer","2016","2019"
"51047","0500000US51047","Culpeper County, Virginia","unlawful detainer","2016","2019"
"51049","0500000US51049","Cumberland County, Virginia","unlawful detainer","2016","2019"
"51051","0500000US51051","Dickenson County, Virginia","unlawful detainer","2016","2019"
"51053","0500000US51053","Dinwiddie County, Virginia","unlawful detainer","2016","2019"
"51057","0500000US51057","Essex County, Virginia","unlawful detainer","2016","2019"
"51059","0500000US51059","Fairfax County, Virginia","unlawful detainer","2016","2019"
"51061","0500000US51061","Fauquier County, Virginia","unlawful detainer","2016","2019"
"51063","0500000US51063","Floyd County, Virginia","unlawful detainer","2016","2019"
"51065","0500000US51065","Fluvanna County, Virginia","unlawful detainer","2016","2019"
"51067","0500000US51067","Franklin County, Virginia","unlawful detainer","2016","2019"
"51069","0500000US51069","Frederick County, Virginia","unlawful detainer","2016","2019"
"51071","0500000US51071","Giles County, Virginia","unlawful detainer","2016","2019"
"51073","0500000US51073","Gloucester County, Virginia","unlawful detainer","2016","2019"
"51075","0500000US51075","Goochland County, Virginia","unlawful detainer","2016","2019"
"51077","0500000US51077","Grayson County, Virginia","unlawful detainer","2016","2019"
"51079","0500000US51079","Greene County, Virginia","unlawful detainer","2016","2019"
"51081","0500000US51081","Greensville County, Virginia","unlawful detainer","2016","2019"
"51083","0500000US51083","Halifax County, Virginia","unlawful detainer","2016","2019"
"51085","0500000US51085","Hanover County, Virginia","unlawful detainer","2016","2019"
"51087","0500000US51087","Henrico County, Virginia","unlawful detainer","2016","2019"
"51089","0500000US51089","Henry County, Virginia","unlawful detainer","2016","2019"
"51091","0500000US51091","Highland County, Virginia","unlawful detainer","2016","2019"
"51093","0500000US51093","Isle of Wight County, Virginia","unlawful detainer","2016","2019"
"51095","0500000US51095","James City County, Virginia","unlawful detainer","2016","2019"
"51097","0500000US51097","King and Queen County, Virginia","unlawful detainer","2016","2019"
"51099","0500000US51099","King George County, Virginia","unlawful detainer","2016","2019"
"51101","0500000US51101","King William County, Virginia","unlawful detainer","2016","2019"
"51103","0500000US51103","Lancaster County, Virginia","unlawful detainer","2016","2019"
"51105","0500000US51105","Lee County, Virginia","unlawful detainer","2016","2019"
"51107","0500000US51107","Loudoun County, Virginia","unlawful detainer","2016","2019"
"51109","0500000US51109","Louisa County, Virginia","unlawful detainer","2016","2019"
"51111","0500000US51111","Lunenburg County, Virginia","unlawful detainer","2016","2019"
"51113","0500000US51113","Madison County, Virginia","unlawful detainer","2016","2019"
"51115","0500000US51115","Mathews County, Virginia","unlawful detainer","2016","2019"
"51117","0500000US51117","Mecklenburg County, Virginia","unlawful detainer","2016","2019"
"51119","0500000US51119","Middlesex County, Virginia","unlawful detainer","2016","2019"
"51121","0500000US51121","Montgomery County, Virginia","unlawful detainer","2016","2019"
"51125","0500000US51125","Nelson County, Virginia","unlawful detainer","2016","2019"
"51127","0500000US51127","New Kent County, Virginia","unlawful detainer","2016","2019"
"51131","0500000US51131","Northampton County, Virginia","unlawful detainer","2016","2019"
"51133","0500000US51133","Northumberland County, Virginia","unlawful detainer","2016","2019"
"51135","0500000US51135","Nottoway County, Virginia","unlawful detainer","2016","2019"
"51137","0500000US51137","Orange County, Virginia","unlawful detainer","2016","2019"
"51139","0500000US51139","Page County, Virginia","unlawful detainer","2016","2019"
"51141","0500000US51141","Patrick County, Virginia","unlawful detainer","2016","2019"
"51143","0500000US51143","Pittsylvania County, Virginia","unlawful detainer","2016","2019"
"51145","0500000US51145","Powhatan County, Virginia","unlawful detainer","2016","2019"
"51147","0500000US51147","Prince Edward County, Virginia","unlawful detainer","2016","2019"
"51149","0500000US51149","Prince George County, Virginia","unlawful detainer","2016","2019"
"51153","0500000US51153","Prince William County, Virginia","unlawful detainer","2016","2019"
"51155","0500000US51155","Pulaski County, Virginia","unlawful detainer","2016","2019"
"51157","0500000US51157","Rappahannock County, Virginia","unlawful detainer","2016","2019"
"51159","0500000US51159","Richmond County, Virginia","unlawful detainer","2016","2019"
"51161","0500000US51161","Roanoke County, Virginia","unlawful detainer","2016","2019"
"51163","0500000US51163","Rockbridge County, Virginia","unlawful detainer","2016","2019"
"51165","0500000US51165","Rockingham County, Virginia","unlawful detainer","2016","2019"
"51167","0500000US51167","Russell County, Virginia","unlawful detainer","2016","2019"
"51169","0500000US51169","Scott County, Virginia","unlawful detainer","2016","2019"
"51171","0500000US51171","Shenandoah County, Virginia","unlawful detainer","2016","2019"
"51173","0500000US51173","Smyth County, Virginia","unlawful detainer","2016","2019"
"51175","0500000US51175","Southampton County, Virginia","unlawful detainer","2016","2019"
"51177","0500000US51177","Spotsylvania County, Virginia","unlawful detainer","2016","2019"
"51179","0500000US51179","Stafford County, Virginia","unlawful detainer","2016","2019"
"51181","0500000US51181","Surry County, Virginia","unlawful detainer","2016","2019"
"51183","0500000US51183","Sussex County, Virginia","unlawful detainer","2016","2019"
"51185","0500000US51185","Tazewell County, Virginia","unlawful detainer","2016","2019"
"51187","0500000US51187","Warren County, Virginia","unlawful detainer","2016","2019"
"51191","0500000US51191","Washington County, Virginia","unlawful detainer","2016","2019"
"51193","0500000US51193","Westmoreland County, Virginia","unlawful detainer","2016","2019"
"51195","0500000US51195","Wise County, Virginia","unlawful detainer","2016","2019"
"51197","0500000US51197","Wythe County, Virginia","unlawful detainer","2016","2019"
"51199","0500000US51199","York County, Virginia","unlawful detainer","2016","2019"
"51510","0500000US51510","Alexandria city, Virginia","unlawful detainer","2016","2019"
"51520","0500000US51520","Bristol city, Virginia","unlawful detainer","2016","2019"
"51530","0500000US51530","Buena Vista city, Virginia","unlawful detainer","2016","2019"
"51540","0500000US51540","Charlottesville city, Virginia","unlawful detainer","2016","2019"
"51550","0500000US51550","Chesapeake city, Virginia","unlawful detainer","2016","2019"
"51570","0500000US51570","Colonial Heights city, Virginia","unlawful detainer","2016","2019"
"51590","0500000US51590","Danville city, Virginia","unlawful detainer","2016","2019"
"51595","0500000US51595","Emporia city, Virginia","unlawful detainer","2016","2019"
"51610","0500000US51610","Falls Church city, Virginia","unlawful detainer","2016","2019"
"51620","0500000US51620","Franklin city, Virginia","unlawful detainer","2016","2019"
"51630","0500000US51630","Fredericksburg city, Virginia","unlawful detainer","2016","2019"
"51640","0500000US51640","Galax city, Virginia","unlawful detainer","2016","2019"
"51650","0500000US51650","Hampton city, Virginia","unlawful detainer","2016","2019"
"51670","0500000US51670","Hopewell city, Virginia","unlawful detainer","2016","2019"
"51680","0500000US51680","Lynchburg city, Virginia","unlawful detainer","2016","2019"
"51690","0500000US51690","Martinsville city, Virginia","unlawful detainer","2016","2019"
"51700","0500000US51700","Newport News city, Virginia","unlawful detainer","2016","2019"
"51710","0500000US51710","Norfolk city, Virginia","unlawful detainer","2016","2019"
"51730","0500000US51730","Petersburg city, Virginia","unlawful detainer","2016","2019"
"51740","0500000US51740","Portsmouth city, Virginia","unlawful detainer","2016","2019"
"51750","0500000US51750","Radford city, Virginia","unlawful detainer","2016","2019"
"51760","0500000US51760","Richmond city, Virginia","unlawful detainer","2016","2019"
"51770","0500000US51770","Roanoke city, Virginia","unlawful detainer","2016","2019"
"51775","0500000US51775","Salem city, Virginia","unlawful detainer","2016","2019"
"51790","0500000US51790","Staunton city, Virginia","unlawful detainer","2016","2019"
"51800","0500000US51800","Suffolk city, Virginia","unlawful detainer","2016","2019"
"51810","0500000US51810","Virginia Beach city, Virginia","unlawful detainer","2016","2019"
"51820","0500000US51820","Waynesboro city, Virginia","unlawful detainer","2016","2019"
"51840","0500000US51840","Winchester city, Virginia","unlawful detainer","2016","2019"
"55001","0500000US55001","Adams County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55003","0500000US55003","Ashland County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55005","0500000US55005","Barron County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55007","0500000US55007","Bayfield County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55009","0500000US55009","Brown County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55011","0500000US55011","Buffalo County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55013","0500000US55013","Burnett County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55015","0500000US55015","Calumet County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55017","0500000US55017","Chippewa County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55019","0500000US55019","Clark County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55021","0500000US55021","Columbia County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55023","0500000US55023","Crawford County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55025","0500000US55025","Dane County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55027","0500000US55027","Dodge County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55029","0500000US55029","Door County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55031","0500000US55031","Douglas County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55033","0500000US55033","Dunn County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55035","0500000US55035","Eau Claire County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55037","0500000US55037","Florence County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55039","0500000US55039","Fond du Lac County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55041","0500000US55041","Forest County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55043","0500000US55043","Grant County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55045","0500000US55045","Green County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55047","0500000US55047","Green Lake County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55049","0500000US55049","Iowa County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55051","0500000US55051","Iron County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55053","0500000US55053","Jackson County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55055","0500000US55055","Jefferson County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55057","0500000US55057","Juneau County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55059","0500000US55059","Kenosha County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55061","0500000US55061","Kewaunee County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
"55063","0500000US55063","La Crosse County, Wisconsin","wisconsin filing counts accessed at https://doa.wi.gov/pages/wisconsin-eviction-data-project.aspx","2019","2019"
